FAC_STATE,FAC_COUNTY
TX,CASTRO COUNTY
TX,CHAMBERS
TX,CHAMBERS COUNTY
TX,CHEROKEE
TX,CHEROKEE COUNTY
TX,CHESAPEAKE CITY
TX,CHILDRESS
TX,CHILDRESS COUNTY
TX,CLAY
TX,CLAY COUNTY
TX,COCHRAN
TX,COCHRAN COUNTY
TX,COKE
TX,COKE COUNTY
TX,COLEMAN
TX,COLEMAN COUNTY
TX,COLLIN
TX,COLLIN COUNTY
TX,COLLINGSWORTH
TX,COLORADO
TX,COLORADO COUNTY
TX,COMAL
TX,COMAL COUNTY
TX,COMANCHE
TX,COMANCHE COUNTY
TX,CONCHO
TX,CONCHO COUNTY
TX,COOKE
TX,COOKE COUNTY
TX,CORYELL
TX,CORYELL COUNTY
TX,COTTLE
TX,CRANE
TX,CRANE COUNTY
TX,CREEK
TX,CROCKETT
TX,CROCKETT COUNTY
TX,CROSBY
TX,CROSBY COUNTY
TX,CULBERSON
TX,CULBERSON COUNTY
TX,DALLAM
TX,DALLAM COUNTY
TX,DALLAS
TX,DALLAS COUNTY
TX,DAWSON
TX,DAWSON COUNTY
TX,DE WITT
TX,DEAF SMITH
TX,DEAF SMITH COUNTY
TX,DELTA
TX,DELTA COUNTY
TX,DENTON
TX,DENTON COUNTY
TX,DENVER COUNTY
TX,DEWITT
TX,DEWITT COUNTY
TX,DICKENS
TX,DICKENS COUNTY
TX,DIMMIT
TX,DIMMIT COUNTY
TX,DONLEY
TX,DONLEY COUNTY
TX,DUVAL
TX,DUVAL COUNTY
TX,EASTLAND
TX,EASTLAND COUNTY
TX,ECTOR
TX,ECTOR COUNTY
TX,EDWARDS
TX,EL PASO
TX,EL PASO COUNTY
TX,ELLIS
TX,ELLIS COUNTY
TX,ERATH
TX,ERATH COUNTY
TX,FALLS
TX,FALLS COUNTY
TX,FANNIN
TX,FANNIN COUNTY
TX,FAYETTE
TX,FAYETTE COUNTY
TX,FISHER
TX,FISHER COUNTY
TX,FLOYD
TX,FLOYD COUNTY
TX,FOARD
TX,FOARD COUNTY
TX,FORT BEND
TX,FORT BEND COUNTY
TX,FRANKLIN
TX,FRANKLIN COUNTY
TX,FREESTONE
TX,FREESTONE COUNTY
TX,FRIO
TX,FRIO COUNTY
TX,GAINES
TX,GAINES COUNTY
TX,GALVESTON
TX,GALVESTON COUNTY
TX,GARFIELD
TX,GARZA
TX,GARZA COUNTY
TX,GILLESPIE
TX,GILLESPIE COUNTY
TX,GLASSCOCK
TX,GLASSCOCK COUNTY
TX,GOLIAD
TX,GOLIAD COUNTY
TX,GONZALES
TX,GONZALES COUNTY
TX,GRAND COUNTY
TX,GRAY
TX,GRAY COUNTY
TX,GRAYSON
TX,GRAYSON COUNTY
TX,GREGG
TX,GREGG COUNTY
TX,GRIMES
TX,GRIMES COUNTY
TX,GUADALUPE
TX,GUADALUPE COUNTY
TX,HALE
TX,HALE COUNTY
TX,HALL
TX,HALL COUNTY
TX,HAMILTON
TX,HAMILTON COUNTY
TX,HANSFORD
TX,HARDEMAN
TX,HARDEMAN COUNTY
TX,HARDIN
TX,HARDIN COUNTY
TX,HARRIS
TX,HARRIS COUNTY
TX,HARRISON
TX,HARRISON COUNTY
TX,HARTLEY
TX,HARTLEY COUNTY
TX,HASKELL
TX,HASKELL COUNTY
TX,HAYS
TX,HAYS COUNTY
TX,HEMPHILL
TX,HENDERSON
TX,HENDERSON COUNTY
TX,HIDALGO
TX,HIDALGO COUNTY
TX,HILL
TX,HILL COUNTY
TX,HOCKLEY
TX,HOCKLEY COUNTY
TX,HOOD
TX,HOOD COUNTY
TX,HOPKINS
TX,HOPKINS COUNTY
TX,HOUSTON
TX,HOUSTON COUNTY
TX,HOWARD
TX,HOWARD COUNTY
TX,HUDSPETH
TX,HUDSPETH COUNTY
TX,HUNT
TX,HUNT COUNTY
TX,HUTCHINSON
TX,HUTCHINSON COUNTY
TX,IRION
TX,IRION COUNTY
TX,JACK
TX,JACK COUNTY
TX,JACKSON 
TX,JACKSON COUNTY
TX,JASPER
TX,JASPER COUNTY
TX,JEFF DAVIS
TX,JEFFERSON
TX,JEFFERSON COUNTY
TX,JIM HOGG
TX,JIM HOGG COUNTY
TX,JIM WELLS
TX,JIM WELLS COUNTY
TX,JOHNSON
TX,JOHNSON COUNTY
TX,JONES
TX,JONES COUNTY
TX,KARNES
TX,KARNES COUNTY
TX,KAUFMAN
TX,KAUFMAN COUNTY
TX,KENDALL
TX,KENDALL COUNTY
TX,KENEDY
TX,KENEDY COUNTY
TX,KENT
TX,KENT COUNTY
TX,KERR
TX,KERR COUNTY
TX,KIMBLE
TX,KIMBLE COUNTY
TX,KING
TX,KINGFISHER
TX,KINGMAN COUNTY
TX,KINNEY
TX,KINNEY COUNTY
TX,KIOWA
TX,KLEBERG
TX,KLEBERG COUNTY
TX,KNOX
TX,KNOX COUNTY
TX,LA SALLE
TX,LA SALLE COUNTY
TX,LAMAR
TX,LAMAR COUNTY
TX,LAMB
TX,LAMB COUNTY
TX,LAMPASAS
TX,LAMPASAS COUNTY
TX,LAVACA
TX,LAVACA COUNTY
TX,LEE
TX,LEE COUNTY
TX,LEON
TX,LEON COUNTY
TX,LIBERTY
TX,LIBERTY COUNTY
TX,LIMESTONE
TX,LIMESTONE COUNTY
TX,LIPSCOMB
TX,LIPSCOMB COUNTY
TX,LIVE OAK
TX,LIVE OAK COUNTY
TX,LLANO
TX,LLANO COUNTY
TX,LOS ANGELES COUNTY
TX,LOVING
TX,LOVING COUNTY
TX,LUBBOCK
TX,LUBBOCK COUNTY
TX,LYNN
TX,LYNN COUNTY
TX,MADISON
TX,MADISON COUNTY
TX,MARION
TX,MARION COUNTY
TX,MARSHALL
TX,MARTIN
TX,MARTIN COUNTY
TX,MASON
TX,MASON COUNTY
TX,MATAGORDA
TX,MATAGORDA COUNTY
TX,MAVERICK
TX,MAVERICK COUNTY
TX,MC CULLOCH
TX,MC LENNAN
TX,MC MULLEN
TX,MCCULLOCH
TX,MCCULLOCH COUNTY
TX,MCLENNAN
TX,MCLENNAN COUNTY
TX,MCMULLEN
TX,MCMULLEN COUNTY
TX,MEDINA
TX,MEDINA COUNTY
TX,MENARD
TX,MENARD COUNTY
TX,MIDLAND
TX,MIDLAND COUNTY
TX,MILAM
TX,MILAM COUNTY
TX,MILLS
TX,MILLS COUNTY
TX,MITCHELL
TX,MITCHELL COUNTY
TX,MONROE 
TX,MONTAGUE
TX,MONTAGUE COUNTY
TX,MONTGOMERY
TX,MONTGOMERY COUNTY
TX,MOORE
TX,MOORE COUNTY
TX,MORRIS
TX,MORRIS COUNTY
TX,MOTLEY
TX,MOTLEY COUNTY
TX,NACOGDOCHES
TX,NACOGDOCHES COUNTY
TX,NAVARRO
TX,NAVARRO COUNTY
TX,NEWTON
TX,NEWTON COUNTY
TX,NOLAN
TX,NOLAN COUNTY
TX,NUECES
TX,NUECES COUNTY
TX,OCHILTREE
TX,OCHILTREE COUNTY
TX,OLDHAM
TX,ORANGE
TX,ORANGE COUNTY
TX,ORLEANS PARISH
TX,OSAGE
TX,OUT-OF-STATE
TX,PALO PINTO
TX,PALO PINTO COUNTY
TX,PANOLA
TX,PANOLA COUNTY
TX,PARK COUNTY
TX,PARKER
TX,PARKER COUNTY
TX,PARMER
TX,PARMER COUNTY
TX,PAYNE
TX,PECOS
TX,PECOS COUNTY
TX,PLAQUEMINES
TX,POLK
TX,POLK COUNTY
TX,PORTABLE SOURCE
TX,POTTER
TX,POTTER COUNTY
TX,PRESIDIO
TX,PRESIDIO COUNTY
TX,RAINS
TX,RANDALL
TX,RANDALL COUNTY
TX,REAGAN
TX,REAGAN COUNTY
TX,REAL
TX,REAL COUNTY
TX,RED RIVER
TX,RED RIVER COUNTY
TX,REEVES
TX,REEVES COUNTY
TX,REFUGIO
TX,REFUGIO COUNTY
TX,ROBERTS
TX,ROBERTSON
TX,ROBERTSON COUNTY
TX,ROCKWALL
TX,ROCKWALL COUNTY
TX,RUNNELS
TX,RUNNELS COUNTY
TX,RUSH
TX,RUSK
TX,RUSK COUNTY
TX,SABINE
TX,SABINE COUNTY
TX,SAINT LANDRY
TX,SAN AUGUSTINE
TX,SAN AUGUSTINE COUNTY
TX,SAN JACINTO
TX,SAN JACINTO COUNTY
TX,SAN JUAN
TX,SAN JUAN COUNTY
TX,SAN PATRICIO
TX,SAN PATRICIO COUNTY
TX,SAN SABA
TX,SAN SABA COUNTY
TX,SCHLEICHER
TX,SCHLEICHER COUNTY
TX,SCURRY
TX,SCURRY COUNTY
TX,SHACKELFORD
TX,SHACKELFORD COUNTY
TX,SHELBY
TX,SHELBY COUNTY
TX,SHERMAN
TX,SHERMAN COUNTY
TX,SMITH
TX,SMITH COUNTY
TX,SOMERVELL
TX,SOMERVELL COUNTY
TX,ST. TAMMANY
TX,ST. TAMMANY PARISH
TX,STARR
TX,STARR COUNTY
TX,STEPHENS
TX,STEPHENS COUNTY
TX,STERLING
TX,STERLING COUNTY
TX,STONEWALL
TX,SUTTON
TX,SUTTON COUNTY
TX,SWISHER
TX,TARRANT
TX,TARRANT COUNTY
TX,TAYLOR
TX,TAYLOR COUNTY
TX,TERRELL
TX,TERRELL COUNTY
TX,TERRY
TX,TERRY COUNTY
TX,THROCKMORTON
TX,THROCKMORTON COUNTY
TX,TITUS
TX,TITUS COUNTY
TX,TOM GREEN
TX,TOM GREEN COUNTY
TX,TRAVIS
TX,TRAVIS COUNTY
TX,TRINITY
TX,TRINITY COUNTY
TX,TULSA
TX,TULSA COUNTY
TX,TYLER
TX,TYLER COUNTY
TX,UNKNOWN
TX,UPSHUR
TX,UPSHUR COUNTY
TX,UPTON 
TX,UPTON COUNTY
TX,UVALDE
TX,UVALDE COUNTY
TX,VAL VERDE
TX,VAL VERDE COUNTY
TX,VAN ZANDT
TX,VAN ZANDT COUNTY
TX,VICTORIA
TX,VICTORIA COUNTY
TX,WAGONER COUNTY
TX,WALKER
TX,WALKER COUNTY
TX,WALLER
TX,WALLER COUNTY
TX,WARD
TX,WARD COUNTY
TX,WASHINGTON
TX,WASHINGTON COUNTY
TX,WEBB
TX,WEBB COUNTY
TX,WETZEL
TX,WHARTON
TX,WHARTON COUNTY
TX,WHEELER
TX,WHEELER COUNTY
TX,WICHITA
TX,WICHITA COUNTY
TX,WILBARGER
TX,WILBARGER COUNTY
TX,WILLACY
TX,WILLACY COUNTY
TX,WILLIAMSON
TX,WILLIAMSON COUNTY
TX,WILSON
TX,WILSON COUNTY
TX,WINKLER
TX,WINKLER COUNTY
TX,WISE
TX,WISE COUNTY
TX,WOOD
TX,WOOD COUNTY
TX,YELLOWSTONE 
TX,YOAKUM
TX,YOAKUM COUNTY
TX,YOUNG
TX,YOUNG COUNTY
TX,ZAPATA
TX,ZAPATA COUNTY
TX,ZAVALA
TX,ZAVALA COUNTY
UM,FORMER TRUST TERRITORIES
UM,JOHNSTON ATOLL
UM,MILITARY
UT,APACHE COUNTY
UT,BEAVER
UT,BOX ELDER
UT,BOX ELDER COUNTY
UT,CACHE
UT,CACHE COUNTY
UT,CARBON
UT,CARBON COUNTY
UT,DAGGETT
UT,DAVIS
UT,DAVIS COUNTY
UT,DUCHESNE
UT,DUCHESNE COUNTY
UT,ELKO COUNTY
UT,EMERY
UT,GARFIELD
UT,GRAND
UT,GRAND COUNTY
UT,IRON
UT,IRON COUNTY
UT,JUAB
UT,JUAB COUNTY
UT,KANE
UT,KANE COUNTY
UT,MILLARD
UT,MILLARD COUNTY
UT,MONTEZUMA
UT,MORGAN
UT,OAKLAND
UT,PIUTE
UT,PORTABLE SOURCE
UT,RICH
UT,SALT LAKE
UT,SALT LAKE COUNTY
UT,SAN JUAN
UT,SAN JUAN COUNTY
UT,SANPETE
UT,SANPETE COUNTY
UT,SEVIER
UT,SUMMIT
UT,SUMMIT COUNTY
UT,TOOELE
UT,TOOELE COUNTY
UT,UINTAH
UT,UINTAH COUNTY
UT,UNK
UT,UTAH
UT,UTAH COUNTY
UT,WASATCH
UT,WASATCH COUNTY
UT,WASHINGTON
UT,WASHINGTON COUNTY
UT,WAYNE
UT,WEBER
UT,WEBER COUNTY
VA,ACCOMACK
VA,ACCOMACK COUNTY
VA,ALBEMARLE
VA,ALBEMARLE COUNTY
VA,ALEXANDRIA
VA,ALEXANDRIA (CITY)
VA,ALEXANDRIA CITY
VA,ALLEGHANY
VA,ALLEGHANY COUNTY
VA,AMELIA
VA,AMELIA COUNTY
VA,AMHERST
VA,AMHERST COUNTY
VA,APPOMATTOX
VA,ARLINGTON
VA,ARLINGTON COUNTY
VA,AUGUSTA
VA,AUGUSTA COUNTY
VA,BATH
VA,BEDFORD
VA,BEDFORD (CITY)
VA,BEDFORD CITY
VA,BEDFORD COUNTY
VA,BLAND
VA,BLAND COUNTY
VA,BOTETOURT
VA,BOTETOURT COUNTY
VA,BRISTOL
VA,BRISTOL (CITY)
VA,BRISTOL CITY
VA,BRUNSWICK
VA,BRUNSWICK COUNTY
VA,BUCHANAN
VA,BUCHANAN COUNTY
VA,BUCKINGHAM
VA,BUCKINGHAM COUNTY
VA,BUENA VISTA
VA,BUENA VISTA CITY
VA,CAMPBELL
VA,CAMPBELL COUNTY
VA,CAROLINE
VA,CAROLINE COUNTY
VA,CARROLL
VA,CARROLL COUNTY
VA,CHARLES CITY
VA,CHARLES CITY COUNTY
VA,CHARLOTTE
VA,CHARLOTTE COUNTY
VA,CHARLOTTESVILLE
VA,CHARLOTTESVILLE (CITY)
VA,CHARLOTTESVILLE CITY
VA,CHESAPEAKE
VA,CHESAPEAKE (CITY)
VA,CHESAPEAKE CITY
VA,CHESTERFIELD
VA,CHESTERFIELD COUNTY
VA,CLARKE
VA,CLARKE COUNTY
VA,CLIFTON FORGE
VA,CLIFTON FORGE CITY
VA,COLONIAL HEIGHTS
VA,COLONIAL HEIGHTS CITY
VA,COVINGTON
VA,COVINGTON (CITY)
VA,COVINGTON CITY
VA,CRAIG
VA,CULPEPER
VA,CULPEPER COUNTY
VA,CUMBERLAND
VA,CUMBERLAND COUNTY
VA,DANVILLE
VA,DANVILLE (CITY)
VA,DANVILLE CITY
VA,DICKENSON
VA,DICKENSON COUNTY
VA,DINWIDDIE
VA,DINWIDDIE COUNTY
VA,DISTRICT OF COLUMBIA
VA,EMPORIA
VA,EMPORIA (CITY)
VA,EMPORIA CITY
VA,ESSEX
VA,ESSEX COUNTY
VA,FAIRFAX
VA,FAIRFAX (CITY)
VA,FAIRFAX CITY
VA,FAIRFAX COUNTY
VA,FALLS CHURCH
VA,FALLS CHURCH CITY
VA,FARMVILLE
VA,FAUQUIER 
VA,FAUQUIER COUNTY
VA,FLOYD
VA,FLOYD COUNTY
VA,FLUVANNA
VA,FLUVANNA COUNTY
VA,FORSYTH
VA,FRANKLIN
VA,FRANKLIN (CITY)
VA,FRANKLIN CITY
VA,FRANKLIN COUNTY
VA,FREDERICK
VA,FREDERICK COUNTY
VA,FREDERICKSBURG
VA,FREDERICKSBURG (CITY)
VA,FREDERICKSBURG CITY
VA,GALAX
VA,GALAX CITY
VA,GILES
VA,GILES COUNTY
VA,GLOUCESTER 
VA,GLOUCESTER COUNTY
VA,GOOCHLAND
VA,GOOCHLAND COUNTY
VA,GRAYSON
VA,GREENBRIER COUNTY
VA,GREENE
VA,GREENE COUNTY
VA,GREENSVILLE
VA,GREENSVILLE COUNTY
VA,HALIFAX
VA,HALIFAX COUNTY
VA,HAMPTON
VA,HAMPTON (CITY)
VA,HAMPTON CITY
VA,HANOVER
VA,HANOVER COUNTY
VA,HARDY
VA,HARRISONBURG
VA,HARRISONBURG (CITY)
VA,HARRISONBURG CITY
VA,HENRICO
VA,HENRICO COUNTY
VA,HENRY
VA,HENRY COUNTY
VA,HIGHLAND
VA,HIGHLAND COUNTY
VA,HOPEWELL
VA,HOPEWELL (CITY)
VA,HOPEWELL CITY
VA,INDEPENDENT CITY
VA,ISLE OF WIGHT
VA,ISLE OF WIGHT COUNTY
VA,JAMES (CITY)
VA,JAMES CITY
VA,JAMES CITY COUNTY
VA,JAMES(CITY)
VA,KANAWHA
VA,KING AND QUEEN
VA,KING AND QUEEN COUNTY
VA,KING GEORGE
VA,KING GEORGE COUNTY
VA,KING WILLIAM
VA,KING WILLIAM COUNTY
VA,LANCASTER
VA,LANCASTER COUNTY
VA,LEE
VA,LEE COUNTY
VA,LEWIS COUNTY
VA,LEXINGTON
VA,LEXINGTON (CITY)
VA,LEXINGTON CITY
VA,LOUDOUN
VA,LOUDOUN COUNTY
VA,LOUISA
VA,LOUISA COUNTY
VA,LUNENBERG
VA,LUNENBURG
VA,LUNENBURG COUNTY
VA,LYNCHBURG
VA,LYNCHBURG (CITY)
VA,LYNCHBURG CITY
VA,MADISON
VA,MANASSAS
VA,MANASSAS CITY
VA,MANASSAS PARK
VA,MANASSAS PARK CITY
VA,MARTINSVILLE
VA,MARTINSVILLE (CITY)
VA,MARTINSVILLE CITY
VA,MATHEWS
VA,MCDOWELL
VA,MECKLENBURG
VA,MECKLENBURG COUNTY
VA,MERCER
VA,MIDDLESEX
VA,MIDDLESEX COUNTY
VA,MINGO
VA,MONTGOMERY
VA,MONTGOMERY COUNTY
VA,NELSON
VA,NEW KENT
VA,NEW KENT COUNTY
VA,NEWPORT NEWS
VA,NEWPORT NEWS (CITY)
VA,NEWPORT NEWS CITY
VA,NORFOLK
VA,NORFOLK (CITY)
VA,NORFOLK CITY
VA,NORTHAMPTON
VA,NORTHAMPTON COUNTY
VA,NORTHUMBERLAND
VA,NORTHUMBERLAND COUNTY
VA,NORTON
VA,NORTON (CITY)
VA,NORTON CITY
VA,NOTTOWAY
VA,ORANGE
VA,PAGE
VA,PAGE COUNTY
VA,PATRICK
VA,PATRICK COUNTY
VA,PETERSBURG
VA,PETERSBURG (CITY)
VA,PETERSBURG CITY
VA,PITTSYLVANIA
VA,PITTSYLVANIA COUNTY
VA,POQUOSON
VA,POQUOSON CITY
VA,PORTABLE SOURCE
VA,PORTSMOUTH
VA,PORTSMOUTH (CITY)
VA,PORTSMOUTH CITY
VA,POWHATAN
VA,PRINCE EDWARD
VA,PRINCE EDWARD COUNTY
VA,PRINCE GEORGE
VA,PRINCE GEORGE COUNTY
VA,PRINCE GEORGE'S
VA,PRINCE WILLIAM
VA,PRINCE WILLIAM COUNTY
VA,PULASKI
VA,PULASKI COUNTY
VA,RADFORD
VA,RADFORD (CITY)
VA,RADFORD CITY
VA,RAPPAHANNOCK
VA,RICHMOND
VA,RICHMOND  CITY
VA,RICHMOND (CITY)
VA,RICHMOND CITY
VA,RICHMOND COUNTY
VA,RIVERSIDE
VA,ROANOKE
VA,ROANOKE (CITY)
VA,ROANOKE CITY
VA,ROANOKE COUNTY
VA,ROCKBRIDGE
VA,ROCKBRIDGE COUNTY
VA,ROCKINGHAM 
VA,ROCKINGHAM COUNTY
VA,RUSSELL
VA,RUSSELL COUNTY
VA,SALEM
VA,SALEM (CITY)
VA,SALEM CITY
VA,SCOTT
VA,SCOTT COUNTY
VA,SHENANDOAH
VA,SHENANDOAH COUNTY
VA,SMYTH
VA,SMYTH COUNTY
VA,SOUTH BOSTON CITY
VA,SOUTHAMPTON
VA,SOUTHAMPTON COUNTY
VA,SPOTSYLVANIA
VA,SPOTSYLVANIA COUNTY
VA,STAFFORD
VA,STAFFORD COUNTY
VA,STAUNTON
VA,STAUNTON (CITY)
VA,STAUNTON CITY
VA,SUFFOLK
VA,SUFFOLK (CITY)
VA,SUFFOLK CITY
VA,SUFFOLK INTERNATIONAL TRU
VA,SURRY
VA,SUSSEX
VA,SUSSEX COUNTY
VA,TAZEWELL
VA,TAZEWELL COUNTY
VA,UPSHUR
VA,VIRGINIA BEACH
VA,VIRGINIA BEACH (CITY)
VA,VIRGINIA BEACH CITY
VA,WARREN
VA,WARREN COUNTY
VA,WASHINGTON
VA,WASHINGTON COUNTY
VA,WAYNESBORO
VA,WAYNESBORO (CITY)
VA,WAYNESBORO CITY
VA,WESTMORELAND
VA,WESTMORELAND COUNTY
VA,WILLIAMSBURG
VA,WILLIAMSBURG CITY
VA,WINCHESTER
VA,WINCHESTER (CITY)
VA,WINCHESTER CITY
VA,WISE
VA,WISE COUNTY
VA,WYTHE
VA,WYTHE COUNTY
VA,YORK
VA,YORK COUNTY
VI,SAINT CROIX
VI,SAINT CROIX ISLAND
VI,SAINT JOHN
VI,SAINT THOMAS
VI,ST CROIX
VI,ST JOHN
VI,ST THOMAS
VI,ST. CROIX
VI,ST. CROIX ISLAND
VI,ST. JOHN ISLAND
VI,ST. THOMAS
VI,ST. THOMAS ISLAND
VI,UNKNOWN
VT,ADDISON
VT,ADDISON COUNTY
VT,BENNINGTON
VT,BENNINGTON COUNTY
VT,CALEDONIA
VT,CALEDONIA COUNTY
VT,CHITTENDEN
VT,CHITTENDEN COUNTY
VT,ESSEX
VT,ESSEX COUNTY
VT,FRANKLIN
VT,FRANKLIN COUNTY
VT,GRAFTON
VT,GRAND ISLE
VT,GRAND ISLE COUNTY
VT,LAMOILLE
VT,LAMOILLE COUNTY
VT,ORANGE
VT,ORANGE COUNTY
VT,ORLEANS
VT,ORLEANS COUNTY
VT,PORTABLE SOURCE
VT,RUTLAND
VT,RUTLAND COUNTY
VT,TOOELE
VT,WASHINGTON
VT,WASHINGTON COUNTY
VT,WINDHAM
VT,WINDHAM COUNTY
VT,WINDSOR
VT,WINDSOR COUNTY
WA,ADAMS
WA,ADAMS COUNTY
WA,ASOTIN
WA,ASOTIN COUNTY
WA,BENTON
WA,BENTON COUNTY
WA,CHELAN
WA,CHELAN COUNTY
WA,CLALLAM
WA,CLALLAM COUNTY
WA,CLARK
WA,CLARK COUNTY
WA,COLUMBIA
WA,COLUMBIA COUNTY
WA,COWLITZ
WA,COWLITZ COUNTY
WA,DOUGLAS
WA,DOUGLAS COUNTY
WA,FERRY
WA,FRANKLIN
WA,FRANKLIN COUNTY
WA,GARFIELD
WA,GARFIELD COUNTY
WA,GRANT
WA,GRANT COUNTY
WA,GRAYS HARBOR
WA,GRAYS HARBOR COUNTY
WA,GREENE
WA,ISLAND
WA,ISLAND COUNTY
WA,JEFFERSON
WA,JEFFERSON COUNTY
WA,KING
WA,KING COUNTY
WA,KITSAP
WA,KITSAP COUNTY
WA,KITTITAS
WA,KITTITAS COUNTY
WA,KLICKITAT
WA,KLICKITAT COUNTY
WA,LEWIS
WA,LEWIS COUNTY
WA,LINCOLN
WA,LINCOLN COUNTY
WA,MASON
WA,MASON COUNTY
WA,MUSCOGEE COUNTY
WA,OKANOGAN
WA,OKANOGAN COUNTY
WA,OUT-OF-STATE
WA,PACIFIC
WA,PACIFIC COUNTY
WA,PEND OREILLE
WA,PEND OREILLE COUNTY
WA,PIERCE
WA,PIERCE COUNTY
WA,PORTABLE SOURCE
WA,SAN JUAN
WA,SAN JUAN COUNTY
WA,SKAGIT
WA,SKAGIT COUNTY
WA,SKAMANIA
WA,SKAMANIA COUNTY
WA,SNOHOMISH
WA,SNOHOMISH COUNTY
WA,SPOKANE
WA,SPOKANE COUNTY
WA,STEVENS
WA,STEVENS COUNTY
WA,THURSTON
WA,THURSTON COUNTY
WA,UNION
WA,WAHKIAKUM
WA,WALLA WALLA
WA,WALLA WALLA COUNTY
WA,WHATCOM
WA,WHATCOM COUNTY
WA,WHITMAN
WA,WHITMAN COUNTY
WA,YAKIMA
WA,YAKIMA COUNTY
WI,ADAMS
WI,ADAMS COUNTY
WI,ASHLAND
WI,ASHLAND COUNTY
WI,BARRON
WI,BARRON COUNTY
WI,BAYFIELD
WI,BAYFIELD COUNTY
WI,BROWN
WI,BROWN COUNTY
WI,BUFFALO
WI,BUFFALO COUNTY
WI,BURNETT
WI,BURNETT COUNTY
WI,CALUMET
WI,CALUMET COUNTY
WI,CHIPPEWA
WI,CHIPPEWA COUNTY
WI,CLARK
WI,CLARK COUNTY
WI,COLUMBIA
WI,COLUMBIA COUNTY
WI,CRAWFORD
WI,CRAWFORD COUNTY
WI,DANE
WI,DANE COUNTY
WI,DODGE
WI,DODGE COUNTY
WI,DOOR
WI,DOUGLAS
WI,DOUGLAS COUNTY
WI,DUNN
WI,DUNN COUNTY
WI,EAU CLAIRE
WI,EAU CLAIRE COUNTY
WI,FLORENCE
WI,FOND DU LAC
WI,FOND DU LAC COUNTY
WI,FOREST
WI,FOREST COUNTY
WI,GRANT
WI,GRANT COUNTY
WI,GREEN
WI,GREEN COUNTY
WI,GREEN LAKE
WI,HARRIS 
WI,IOWA
WI,IOWA COUNTY
WI,IRON
WI,IRON COUNTY
WI,JACKSON
WI,JACKSON COUNTY
WI,JEFFERSON
WI,JEFFERSON COUNTY
WI,JUNEAU
WI,JUNEAU COUNTY
WI,KENOSHA
WI,KENOSHA COUNTY
WI,KEWAUNEE
WI,KEWAUNEE COUNTY
WI,LA CROSSE
WI,LA CROSSE COUNTY
WI,LACROSSE
WI,LAFAYETTE
WI,LANGLADE
WI,LANGLADE COUNTY
WI,LINCOLN
WI,LINCOLN COUNTY
WI,MANITOWOC
WI,MANITOWOC COUNTY
WI,MARATHON
WI,MARATHON COUNTY
WI,MARINETTE
WI,MARINETTE COUNTY
WI,MARQUETTE
WI,MENOMINEE
WI,MENOMINEE COUNTY
WI,MILWAUKEE
WI,MILWAUKEE COUNTY
WI,MONROE
WI,MONROE COUNTY
WI,NORTHAMPTON 
WI,OCONTO
WI,ONEIDA
WI,ONEIDA COUNTY
WI,OUT-OF-STATE
WI,OUTAGAMIE
WI,OUTAGAMIE COUNTY
WI,OZAUKEE
WI,OZAUKEE COUNTY
WI,PEPIN
WI,PEPIN COUNTY
WI,PIERCE
WI,PIERCE COUNTY
WI,POLK
WI,POLK COUNTY
WI,PORTABLE SOURCE
WI,PORTAGE
WI,PORTAGE COUNTY
WI,PRICE
WI,PRICE COUNTY
WI,RACINE
WI,RACINE COUNTY
WI,RICE 
WI,RICHLAND
WI,RICHLAND COUNTY
WI,ROCK
WI,ROCK COUNTY
WI,RUSK
WI,RUSK COUNTY
WI,SAINT CROIX
WI,SALINE
WI,SAUK
WI,SAUK COUNTY
WI,SAWYER
WI,SAWYER COUNTY
WI,SHAWANO
WI,SHAWANO COUNTY
WI,SHEBOYGAN
WI,SHEBOYGAN COUNTY
WI,ST CROIX
WI,ST. CROIX
WI,ST. CROIX COUNTY
WI,TAYLOR
WI,TAYLOR COUNTY
WI,TREMPEALEAU
WI,TREMPEALEAU COUNTY
WI,TREMPELEAU
WI,UNKNOWN
WI,VERNON
WI,VERNON COUNTY
WI,VILAS
WI,VILAS COUNTY
WI,WALWORTH
WI,WALWORTH COUNTY
WI,WASHBURN
WI,WASHBURN COUNTY
WI,WASHINGTON
WI,WASHINGTON COUNTY
WI,WAUKESHA
WI,WAUKESHA COUNTY
WI,WAUPACA
WI,WAUPACA COUNTY
WI,WAUSHARA
WI,WAUSHARA COUNTY
WI,WINNEBAGO
WI,WINNEBAGO COUNTY
WI,WOOD
WI,WOOD COUNTY
WV,ALLEGHENY
WV,ALLEGHENY COUNTY
WV,BARBOUR
WV,BARBOUR COUNTY
WV,BELMONT
WV,BERKELEY
WV,BERKELEY COUNTY
WV,BOONE
WV,BOONE COUNTY
WV,BRAXTON
WV,BRAXTON COUNTY
WV,BROOKE
WV,BROOKE COUNTY
WV,CABELL
WV,CABELL COUNTY
WV,CALHOUN
WV,CALHOUN COUNTY
WV,CLAY
WV,CLAY COUNTY
WV,DENVER
WV,DODDRIDGE
WV,DODDRIDGE COUNTY
WV,DODGE
WV,FAYETTE
WV,FAYETTE COUNTY
WV,FREDERICK
WV,GARRETT COUNTY
WV,GILMER
WV,GILMER COUNTY
WV,GRANT
WV,GRANT COUNTY
WV,GREENBRIER
WV,GREENBRIER COUNTY
WV,HAMPSHIRE
WV,HAMPSHIRE COUNTY
